timestamp_utc,DE-LU,FR,spread_de_minus_fr_eur_mwh,timestamp_cet
2024-12-20 00:00:00+00:00,31.48,34.79,-3.3099999999999987,2024-12-20 01:00:00+01:00
2024-12-20 01:00:00+00:00,16.31,25.97,-9.66,2024-12-20 02:00:00+01:00
2024-12-20 02:00:00+00:00,17.43,20.15,-2.719999999999999,2024-12-20 03:00:00+01:00
2024-12-20 03:00:00+00:00,22.82,25.89,-3.0700000000000003,2024-12-20 04:00:00+01:00
2024-12-20 04:00:00+00:00,48.49,50.79,-2.299999999999997,2024-12-20 05:00:00+01:00
2024-12-20 05:00:00+00:00,66.15,73.76,-7.609999999999999,2024-12-20 06:00:00+01:00
2024-12-20 06:00:00+00:00,102.4,109.0,-6.599999999999994,2024-12-20 07:00:00+01:00
2024-12-20 07:00:00+00:00,109.72,124.91,-15.189999999999998,2024-12-20 08:00:00+01:00
2024-12-20 08:00:00+00:00,106.65,118.09,-11.439999999999998,2024-12-20 09:00:00+01:00
2024-12-20 09:00:00+00:00,103.14,108.92,-5.780000000000001,2024-12-20 10:00:00+01:00
2024-12-20 10:00:00+00:00,97.44,99.27,-1.8299999999999983,2024-12-20 11:00:00+01:00
2024-12-20 11:00:00+00:00,87.56,89.37,-1.8100000000000023,2024-12-20 12:00:00+01:00
2024-12-20 12:00:00+00:00,83.84,85.81,-1.9699999999999989,2024-12-20 13:00:00+01:00
2024-12-20 13:00:00+00:00,88.03,90.63,-2.5999999999999943,2024-12-20 14:00:00+01:00
2024-12-20 14:00:00+00:00,98.67,101.19,-2.519999999999996,2024-12-20 15:00:00+01:00
2024-12-20 15:00:00+00:00,105.24,106.78,-1.5400000000000063,2024-12-20 16:00:00+01:00
2024-12-20 16:00:00+00:00,109.89,111.01,-1.1200000000000045,2024-12-20 17:00:00+01:00
2024-12-20 17:00:00+00:00,101.18,103.37,-2.1899999999999977,2024-12-20 18:00:00+01:00
2024-12-20 18:00:00+00:00,98.65,101.1,-2.4499999999999886,2024-12-20 19:00:00+01:00
2024-12-20 19:00:00+00:00,89.73,92.13,-2.3999999999999915,2024-12-20 20:00:00+01:00
2024-12-20 20:00:00+00:00,71.82,74.21,-2.3900000000000006,2024-12-20 21:00:00+01:00
2024-12-20 21:00:00+00:00,70.34,70.67,-0.3299999999999983,2024-12-20 22:00:00+01:00
2024-12-20 22:00:00+00:00,58.26,58.5,-0.240000000000002,2024-12-20 23:00:00+01:00
2024-12-20 23:00:00+00:00,27.75,31.08,-3.3299999999999983,2024-12-21 00:00:00+01:00
2024-12-21 00:00:00+00:00,22.75,25.28,-2.530000000000001,2024-12-21 01:00:00+01:00
2024-12-21 01:00:00+00:00,21.56,23.92,-2.360000000000003,2024-12-21 02:00:00+01:00
2024-12-21 02:00:00+00:00,19.41,19.41,0.0,2024-12-21 03:00:00+01:00
2024-12-21 03:00:00+00:00,18.11,18.11,0.0,2024-12-21 04:00:00+01:00
2024-12-21 04:00:00+00:00,20.04,24.0,-3.960000000000001,2024-12-21 05:00:00+01:00
2024-12-21 05:00:00+00:00,20.0,32.02,-12.020000000000003,2024-12-21 06:00:00+01:00
2024-12-21 06:00:00+00:00,21.21,33.27,-12.060000000000002,2024-12-21 07:00:00+01:00
2024-12-21 07:00:00+00:00,22.87,37.69,-14.819999999999997,2024-12-21 08:00:00+01:00
2024-12-21 08:00:00+00:00,29.33,43.55,-14.219999999999999,2024-12-21 09:00:00+01:00
2024-12-21 09:00:00+00:00,31.43,43.65,-12.219999999999999,2024-12-21 10:00:00+01:00
2024-12-21 10:00:00+00:00,31.01,37.01,-5.9999999999999964,2024-12-21 11:00:00+01:00
2024-12-21 11:00:00+00:00,31.23,36.09,-4.860000000000003,2024-12-21 12:00:00+01:00
2024-12-21 12:00:00+00:00,29.9,35.78,-5.880000000000003,2024-12-21 13:00:00+01:00
2024-12-21 13:00:00+00:00,25.92,35.07,-9.149999999999999,2024-12-21 14:00:00+01:00
2024-12-21 14:00:00+00:00,27.28,38.98,-11.699999999999996,2024-12-21 15:00:00+01:00
2024-12-21 15:00:00+00:00,29.31,39.46,-10.150000000000002,2024-12-21 16:00:00+01:00
2024-12-21 16:00:00+00:00,29.27,46.35,-17.080000000000002,2024-12-21 17:00:00+01:00
2024-12-21 17:00:00+00:00,27.95,50.19,-22.24,2024-12-21 18:00:00+01:00
2024-12-21 18:00:00+00:00,20.73,44.29,-23.56,2024-12-21 19:00:00+01:00
2024-12-21 19:00:00+00:00,15.3,31.85,-16.55,2024-12-21 20:00:00+01:00
2024-12-21 20:00:00+00:00,4.9,18.61,-13.709999999999999,2024-12-21 21:00:00+01:00
2024-12-21 21:00:00+00:00,3.0,16.2,-13.2,2024-12-21 22:00:00+01:00
2024-12-21 22:00:00+00:00,1.0,12.04,-11.04,2024-12-21 23:00:00+01:00
2024-12-21 23:00:00+00:00,0.0,9.88,-9.88,2024-12-22 00:00:00+01:00
2024-12-22 00:00:00+00:00,-0.03,7.92,-7.95,2024-12-22 01:00:00+01:00
2024-12-22 01:00:00+00:00,-0.46,8.42,-8.88,2024-12-22 02:00:00+01:00
2024-12-22 02:00:00+00:00,-1.04,6.27,-7.31,2024-12-22 03:00:00+01:00
2024-12-22 03:00:00+00:00,-2.06,4.41,-6.470000000000001,2024-12-22 04:00:00+01:00
2024-12-22 04:00:00+00:00,-0.47,5.1,-5.569999999999999,2024-12-22 05:00:00+01:00
2024-12-22 05:00:00+00:00,-0.68,5.82,-6.5,2024-12-22 06:00:00+01:00
2024-12-22 06:00:00+00:00,-0.12,10.5,-10.62,2024-12-22 07:00:00+01:00
2024-12-22 07:00:00+00:00,3.46,15.29,-11.829999999999998,2024-12-22 08:00:00+01:00
2024-12-22 08:00:00+00:00,20.6,23.99,-3.389999999999997,2024-12-22 09:00:00+01:00
2024-12-22 09:00:00+00:00,20.17,20.0,0.1700000000000017,2024-12-22 10:00:00+01:00
2024-12-22 10:00:00+00:00,23.0,16.01,6.989999999999998,2024-12-22 11:00:00+01:00
2024-12-22 11:00:00+00:00,21.19,18.67,2.5199999999999996,2024-12-22 12:00:00+01:00
2024-12-22 12:00:00+00:00,21.39,15.38,6.01,2024-12-22 13:00:00+01:00
2024-12-22 13:00:00+00:00,28.02,10.96,17.06,2024-12-22 14:00:00+01:00
2024-12-22 14:00:00+00:00,41.77,13.55,28.220000000000002,2024-12-22 15:00:00+01:00
2024-12-22 15:00:00+00:00,46.93,18.6,28.33,2024-12-22 16:00:00+01:00
2024-12-22 16:00:00+00:00,65.47,55.0,10.469999999999999,2024-12-22 17:00:00+01:00
2024-12-22 17:00:00+00:00,60.79,77.44,-16.65,2024-12-22 18:00:00+01:00
2024-12-22 18:00:00+00:00,58.21,72.5,-14.29,2024-12-22 19:00:00+01:00
2024-12-22 19:00:00+00:00,46.93,58.91,-11.979999999999997,2024-12-22 20:00:00+01:00
2024-12-22 20:00:00+00:00,36.66,46.4,-9.740000000000002,2024-12-22 21:00:00+01:00
2024-12-22 21:00:00+00:00,36.2,42.03,-5.829999999999998,2024-12-22 22:00:00+01:00
2024-12-22 22:00:00+00:00,24.5,30.54,-6.039999999999999,2024-12-22 23:00:00+01:00
2024-12-22 23:00:00+00:00,29.19,17.27,11.920000000000002,2024-12-23 00:00:00+01:00
2024-12-23 00:00:00+00:00,20.13,11.48,8.649999999999999,2024-12-23 01:00:00+01:00
2024-12-23 01:00:00+00:00,14.31,10.19,4.120000000000001,2024-12-23 02:00:00+01:00
2024-12-23 02:00:00+00:00,9.12,7.33,1.7899999999999991,2024-12-23 03:00:00+01:00
2024-12-23 03:00:00+00:00,9.78,6.0,3.7799999999999994,2024-12-23 04:00:00+01:00
2024-12-23 04:00:00+00:00,14.8,7.07,7.73,2024-12-23 05:00:00+01:00
2024-12-23 05:00:00+00:00,17.39,25.95,-8.559999999999999,2024-12-23 06:00:00+01:00
2024-12-23 06:00:00+00:00,52.01,61.2,-9.190000000000005,2024-12-23 07:00:00+01:00
2024-12-23 07:00:00+00:00,59.34,72.47,-13.129999999999995,2024-12-23 08:00:00+01:00
2024-12-23 08:00:00+00:00,59.62,70.93,-11.31000000000001,2024-12-23 09:00:00+01:00
2024-12-23 09:00:00+00:00,52.73,61.79,-9.060000000000002,2024-12-23 10:00:00+01:00
2024-12-23 10:00:00+00:00,52.0,60.27,-8.270000000000003,2024-12-23 11:00:00+01:00
2024-12-23 11:00:00+00:00,54.17,61.57,-7.399999999999999,2024-12-23 12:00:00+01:00
2024-12-23 12:00:00+00:00,54.81,62.31,-7.5,2024-12-23 13:00:00+01:00
2024-12-23 13:00:00+00:00,61.56,69.0,-7.439999999999998,2024-12-23 14:00:00+01:00
2024-12-23 14:00:00+00:00,73.69,80.01,-6.320000000000007,2024-12-23 15:00:00+01:00
2024-12-23 15:00:00+00:00,82.56,98.44,-15.879999999999995,2024-12-23 16:00:00+01:00
2024-12-23 16:00:00+00:00,98.25,110.92,-12.670000000000002,2024-12-23 17:00:00+01:00
2024-12-23 17:00:00+00:00,101.75,114.72,-12.969999999999999,2024-12-23 18:00:00+01:00
2024-12-23 18:00:00+00:00,97.47,124.89,-27.42,2024-12-23 19:00:00+01:00
2024-12-23 19:00:00+00:00,92.59,118.97,-26.379999999999995,2024-12-23 20:00:00+01:00
2024-12-23 20:00:00+00:00,108.29,109.28,-0.9899999999999949,2024-12-23 21:00:00+01:00
2024-12-23 21:00:00+00:00,105.82,105.82,0.0,2024-12-23 22:00:00+01:00
2024-12-23 22:00:00+00:00,96.99,105.49,-8.5,2024-12-23 23:00:00+01:00
2024-12-23 23:00:00+00:00,86.03,86.03,0.0,2024-12-24 00:00:00+01:00
2024-12-24 00:00:00+00:00,82.84,82.84,0.0,2024-12-24 01:00:00+01:00
2024-12-24 01:00:00+00:00,81.89,81.89,0.0,2024-12-24 02:00:00+01:00
2024-12-24 02:00:00+00:00,78.0,78.0,0.0,2024-12-24 03:00:00+01:00
2024-12-24 03:00:00+00:00,78.78,78.78,0.0,2024-12-24 04:00:00+01:00
2024-12-24 04:00:00+00:00,80.6,80.6,0.0,2024-12-24 05:00:00+01:00
2024-12-24 05:00:00+00:00,85.07,85.07,0.0,2024-12-24 06:00:00+01:00
2024-12-24 06:00:00+00:00,100.83,100.83,0.0,2024-12-24 07:00:00+01:00
2024-12-24 07:00:00+00:00,115.09,115.09,0.0,2024-12-24 08:00:00+01:00
2024-12-24 08:00:00+00:00,120.95,120.95,0.0,2024-12-24 09:00:00+01:00
2024-12-24 09:00:00+00:00,120.0,120.0,0.0,2024-12-24 10:00:00+01:00
2024-12-24 10:00:00+00:00,118.16,118.16,0.0,2024-12-24 11:00:00+01:00
2024-12-24 11:00:00+00:00,117.49,117.49,0.0,2024-12-24 12:00:00+01:00
2024-12-24 12:00:00+00:00,115.38,115.38,0.0,2024-12-24 13:00:00+01:00
2024-12-24 13:00:00+00:00,117.98,117.98,0.0,2024-12-24 14:00:00+01:00
2024-12-24 14:00:00+00:00,119.5,119.5,0.0,2024-12-24 15:00:00+01:00
2024-12-24 15:00:00+00:00,120.21,120.21,0.0,2024-12-24 16:00:00+01:00
2024-12-24 16:00:00+00:00,118.0,118.0,0.0,2024-12-24 17:00:00+01:00
2024-12-24 17:00:00+00:00,110.98,110.98,0.0,2024-12-24 18:00:00+01:00
2024-12-24 18:00:00+00:00,105.66,105.66,0.0,2024-12-24 19:00:00+01:00
2024-12-24 19:00:00+00:00,102.56,102.56,0.0,2024-12-24 20:00:00+01:00
2024-12-24 20:00:00+00:00,94.63,94.63,0.0,2024-12-24 21:00:00+01:00
2024-12-24 21:00:00+00:00,99.04,99.04,0.0,2024-12-24 22:00:00+01:00
2024-12-24 22:00:00+00:00,90.0,90.0,0.0,2024-12-24 23:00:00+01:00
2024-12-24 23:00:00+00:00,91.37,91.37,0.0,2024-12-25 00:00:00+01:00
2024-12-25 00:00:00+00:00,86.44,86.44,0.0,2024-12-25 01:00:00+01:00
2024-12-25 01:00:00+00:00,85.07,85.07,0.0,2024-12-25 02:00:00+01:00
2024-12-25 02:00:00+00:00,80.81,80.81,0.0,2024-12-25 03:00:00+01:00
2024-12-25 03:00:00+00:00,75.99,75.99,0.0,2024-12-25 04:00:00+01:00
2024-12-25 04:00:00+00:00,80.81,80.81,0.0,2024-12-25 05:00:00+01:00
2024-12-25 05:00:00+00:00,83.01,83.01,0.0,2024-12-25 06:00:00+01:00
2024-12-25 06:00:00+00:00,84.94,84.94,0.0,2024-12-25 07:00:00+01:00
2024-12-25 07:00:00+00:00,90.21,90.21,0.0,2024-12-25 08:00:00+01:00
2024-12-25 08:00:00+00:00,99.24,99.24,0.0,2024-12-25 09:00:00+01:00
2024-12-25 09:00:00+00:00,93.56,93.56,0.0,2024-12-25 10:00:00+01:00
2024-12-25 10:00:00+00:00,92.55,92.55,0.0,2024-12-25 11:00:00+01:00
2024-12-25 11:00:00+00:00,94.41,94.41,0.0,2024-12-25 12:00:00+01:00
2024-12-25 12:00:00+00:00,91.03,91.01,0.01999999999999602,2024-12-25 13:00:00+01:00
2024-12-25 13:00:00+00:00,99.17,85.08,14.090000000000003,2024-12-25 14:00:00+01:00
2024-12-25 14:00:00+00:00,112.69,92.55,20.14,2024-12-25 15:00:00+01:00
2024-12-25 15:00:00+00:00,118.01,108.27,9.740000000000009,2024-12-25 16:00:00+01:00
2024-12-25 16:00:00+00:00,120.53,120.5,0.030000000000001137,2024-12-25 17:00:00+01:00
2024-12-25 17:00:00+00:00,119.11,119.07,0.04000000000000625,2024-12-25 18:00:00+01:00
2024-12-25 18:00:00+00:00,118.01,117.98,0.030000000000001137,2024-12-25 19:00:00+01:00
2024-12-25 19:00:00+00:00,118.33,118.29,0.03999999999999204,2024-12-25 20:00:00+01:00
2024-12-25 20:00:00+00:00,113.01,113.01,0.0,2024-12-25 21:00:00+01:00
2024-12-25 21:00:00+00:00,114.07,114.07,0.0,2024-12-25 22:00:00+01:00
2024-12-25 22:00:00+00:00,104.63,104.63,0.0,2024-12-25 23:00:00+01:00
2024-12-25 23:00:00+00:00,102.17,102.17,0.0,2024-12-26 00:00:00+01:00
2024-12-26 00:00:00+00:00,95.06,95.06,0.0,2024-12-26 01:00:00+01:00
2024-12-26 01:00:00+00:00,94.61,94.61,0.0,2024-12-26 02:00:00+01:00
2024-12-26 02:00:00+00:00,89.64,89.64,0.0,2024-12-26 03:00:00+01:00
2024-12-26 03:00:00+00:00,90.87,90.87,0.0,2024-12-26 04:00:00+01:00
2024-12-26 04:00:00+00:00,95.1,95.1,0.0,2024-12-26 05:00:00+01:00
2024-12-26 05:00:00+00:00,99.0,99.0,0.0,2024-12-26 06:00:00+01:00
2024-12-26 06:00:00+00:00,112.61,112.64,-0.030000000000001137,2024-12-26 07:00:00+01:00
2024-12-26 07:00:00+00:00,119.1,119.44,-0.3400000000000034,2024-12-26 08:00:00+01:00
2024-12-26 08:00:00+00:00,118.23,118.23,0.0,2024-12-26 09:00:00+01:00
2024-12-26 09:00:00+00:00,113.25,113.25,0.0,2024-12-26 10:00:00+01:00
2024-12-26 10:00:00+00:00,106.01,106.01,0.0,2024-12-26 11:00:00+01:00
2024-12-26 11:00:00+00:00,107.71,107.71,0.0,2024-12-26 12:00:00+01:00
2024-12-26 12:00:00+00:00,103.9,103.9,0.0,2024-12-26 13:00:00+01:00
2024-12-26 13:00:00+00:00,109.64,109.64,0.0,2024-12-26 14:00:00+01:00
2024-12-26 14:00:00+00:00,120.75,120.75,0.0,2024-12-26 15:00:00+01:00
2024-12-26 15:00:00+00:00,129.64,123.26,6.379999999999981,2024-12-26 16:00:00+01:00
2024-12-26 16:00:00+00:00,137.9,137.9,0.0,2024-12-26 17:00:00+01:00
2024-12-26 17:00:00+00:00,138.05,138.05,0.0,2024-12-26 18:00:00+01:00
2024-12-26 18:00:00+00:00,135.71,135.71,0.0,2024-12-26 19:00:00+01:00
2024-12-26 19:00:00+00:00,129.13,129.13,0.0,2024-12-26 20:00:00+01:00
2024-12-26 20:00:00+00:00,120.85,120.85,0.0,2024-12-26 21:00:00+01:00
2024-12-26 21:00:00+00:00,123.5,123.5,0.0,2024-12-26 22:00:00+01:00
2024-12-26 22:00:00+00:00,116.98,116.98,0.0,2024-12-26 23:00:00+01:00
2024-12-26 23:00:00+00:00,106.79,106.79,0.0,2024-12-27 00:00:00+01:00
2024-12-27 00:00:00+00:00,101.52,101.52,0.0,2024-12-27 01:00:00+01:00
2024-12-27 01:00:00+00:00,101.03,101.03,0.0,2024-12-27 02:00:00+01:00
2024-12-27 02:00:00+00:00,99.74,99.74,0.0,2024-12-27 03:00:00+01:00
2024-12-27 03:00:00+00:00,99.58,99.58,0.0,2024-12-27 04:00:00+01:00
2024-12-27 04:00:00+00:00,106.2,106.2,0.0,2024-12-27 05:00:00+01:00
2024-12-27 05:00:00+00:00,115.7,115.7,0.0,2024-12-27 06:00:00+01:00
2024-12-27 06:00:00+00:00,124.29,124.29,0.0,2024-12-27 07:00:00+01:00
2024-12-27 07:00:00+00:00,131.85,131.85,0.0,2024-12-27 08:00:00+01:00
2024-12-27 08:00:00+00:00,130.15,130.15,0.0,2024-12-27 09:00:00+01:00
2024-12-27 09:00:00+00:00,120.1,120.1,0.0,2024-12-27 10:00:00+01:00
2024-12-27 10:00:00+00:00,107.94,107.94,0.0,2024-12-27 11:00:00+01:00
2024-12-27 11:00:00+00:00,107.81,107.81,0.0,2024-12-27 12:00:00+01:00
2024-12-27 12:00:00+00:00,107.94,107.94,0.0,2024-12-27 13:00:00+01:00
2024-12-27 13:00:00+00:00,121.65,110.3,11.350000000000009,2024-12-27 14:00:00+01:00
2024-12-27 14:00:00+00:00,136.46,114.15,22.310000000000002,2024-12-27 15:00:00+01:00
2024-12-27 15:00:00+00:00,146.25,129.98,16.27000000000001,2024-12-27 16:00:00+01:00
2024-12-27 16:00:00+00:00,151.8,149.78,2.0200000000000102,2024-12-27 17:00:00+01:00
2024-12-27 17:00:00+00:00,158.4,158.4,0.0,2024-12-27 18:00:00+01:00
2024-12-27 18:00:00+00:00,146.43,146.43,0.0,2024-12-27 19:00:00+01:00
2024-12-27 19:00:00+00:00,133.14,133.14,0.0,2024-12-27 20:00:00+01:00
2024-12-27 20:00:00+00:00,125.42,125.42,0.0,2024-12-27 21:00:00+01:00
2024-12-27 21:00:00+00:00,126.76,126.76,0.0,2024-12-27 22:00:00+01:00
2024-12-27 22:00:00+00:00,114.0,114.0,0.0,2024-12-27 23:00:00+01:00
2024-12-27 23:00:00+00:00,126.4,126.4,0.0,2024-12-28 00:00:00+01:00
2024-12-28 00:00:00+00:00,116.63,116.63,0.0,2024-12-28 01:00:00+01:00
2024-12-28 01:00:00+00:00,110.15,110.15,0.0,2024-12-28 02:00:00+01:00
2024-12-28 02:00:00+00:00,105.92,105.92,0.0,2024-12-28 03:00:00+01:00
2024-12-28 03:00:00+00:00,102.93,102.93,0.0,2024-12-28 04:00:00+01:00
2024-12-28 04:00:00+00:00,105.58,105.58,0.0,2024-12-28 05:00:00+01:00
2024-12-28 05:00:00+00:00,109.71,109.71,0.0,2024-12-28 06:00:00+01:00
2024-12-28 06:00:00+00:00,124.24,124.24,0.0,2024-12-28 07:00:00+01:00
2024-12-28 07:00:00+00:00,128.0,128.0,0.0,2024-12-28 08:00:00+01:00
2024-12-28 08:00:00+00:00,128.3,128.3,0.0,2024-12-28 09:00:00+01:00
2024-12-28 09:00:00+00:00,122.83,122.83,0.0,2024-12-28 10:00:00+01:00
2024-12-28 10:00:00+00:00,113.4,113.4,0.0,2024-12-28 11:00:00+01:00
2024-12-28 11:00:00+00:00,108.97,108.97,0.0,2024-12-28 12:00:00+01:00
2024-12-28 12:00:00+00:00,110.01,110.01,0.0,2024-12-28 13:00:00+01:00
2024-12-28 13:00:00+00:00,117.83,114.09,3.739999999999995,2024-12-28 14:00:00+01:00
2024-12-28 14:00:00+00:00,137.84,114.09,23.75,2024-12-28 15:00:00+01:00
2024-12-28 15:00:00+00:00,143.25,121.27,21.980000000000004,2024-12-28 16:00:00+01:00
2024-12-28 16:00:00+00:00,152.0,142.61,9.389999999999986,2024-12-28 17:00:00+01:00
2024-12-28 17:00:00+00:00,147.51,148.3,-0.7900000000000205,2024-12-28 18:00:00+01:00
2024-12-28 18:00:00+00:00,140.48,141.74,-1.2600000000000193,2024-12-28 19:00:00+01:00
2024-12-28 19:00:00+00:00,129.26,130.3,-1.0400000000000205,2024-12-28 20:00:00+01:00
2024-12-28 20:00:00+00:00,125.9,125.9,0.0,2024-12-28 21:00:00+01:00
2024-12-28 21:00:00+00:00,121.25,121.25,0.0,2024-12-28 22:00:00+01:00
2024-12-28 22:00:00+00:00,114.93,115.16,-0.22999999999998977,2024-12-28 23:00:00+01:00
2024-12-28 23:00:00+00:00,127.39,127.39,0.0,2024-12-29 00:00:00+01:00
2024-12-29 00:00:00+00:00,114.09,114.09,0.0,2024-12-29 01:00:00+01:00
2024-12-29 01:00:00+00:00,107.71,107.71,0.0,2024-12-29 02:00:00+01:00
2024-12-29 02:00:00+00:00,101.7,101.7,0.0,2024-12-29 03:00:00+01:00
2024-12-29 03:00:00+00:00,97.73,97.73,0.0,2024-12-29 04:00:00+01:00
2024-12-29 04:00:00+00:00,98.61,98.61,0.0,2024-12-29 05:00:00+01:00
2024-12-29 05:00:00+00:00,98.16,98.16,0.0,2024-12-29 06:00:00+01:00
2024-12-29 06:00:00+00:00,102.09,102.53,-0.4399999999999977,2024-12-29 07:00:00+01:00
2024-12-29 07:00:00+00:00,110.71,110.71,0.0,2024-12-29 08:00:00+01:00
2024-12-29 08:00:00+00:00,114.65,115.83,-1.1799999999999926,2024-12-29 09:00:00+01:00
2024-12-29 09:00:00+00:00,104.07,115.58,-11.510000000000005,2024-12-29 10:00:00+01:00
2024-12-29 10:00:00+00:00,100.19,109.94,-9.75,2024-12-29 11:00:00+01:00
2024-12-29 11:00:00+00:00,100.72,109.4,-8.680000000000007,2024-12-29 12:00:00+01:00
2024-12-29 12:00:00+00:00,99.73,108.88,-9.149999999999991,2024-12-29 13:00:00+01:00
2024-12-29 13:00:00+00:00,98.44,109.81,-11.370000000000005,2024-12-29 14:00:00+01:00
2024-12-29 14:00:00+00:00,104.01,113.87,-9.86,2024-12-29 15:00:00+01:00
2024-12-29 15:00:00+00:00,121.73,125.13,-3.3999999999999915,2024-12-29 16:00:00+01:00
2024-12-29 16:00:00+00:00,122.0,133.01,-11.009999999999991,2024-12-29 17:00:00+01:00
2024-12-29 17:00:00+00:00,126.11,134.4,-8.290000000000006,2024-12-29 18:00:00+01:00
2024-12-29 18:00:00+00:00,121.34,133.72,-12.379999999999995,2024-12-29 19:00:00+01:00
2024-12-29 19:00:00+00:00,109.92,123.92,-14.0,2024-12-29 20:00:00+01:00
2024-12-29 20:00:00+00:00,90.21,118.59,-28.38000000000001,2024-12-29 21:00:00+01:00
2024-12-29 21:00:00+00:00,83.79,119.1,-35.30999999999999,2024-12-29 22:00:00+01:00
2024-12-29 22:00:00+00:00,71.63,103.18,-31.55000000000001,2024-12-29 23:00:00+01:00
2024-12-29 23:00:00+00:00,71.73,105.48,-33.75,2024-12-30 00:00:00+01:00
2024-12-30 00:00:00+00:00,68.6,100.81,-32.21000000000001,2024-12-30 01:00:00+01:00
2024-12-30 01:00:00+00:00,68.6,98.45,-29.85000000000001,2024-12-30 02:00:00+01:00
2024-12-30 02:00:00+00:00,64.65,89.19,-24.539999999999992,2024-12-30 03:00:00+01:00
2024-12-30 03:00:00+00:00,66.89,82.97,-16.08,2024-12-30 04:00:00+01:00
2024-12-30 04:00:00+00:00,69.17,90.58,-21.409999999999997,2024-12-30 05:00:00+01:00
2024-12-30 05:00:00+00:00,71.14,98.82,-27.679999999999993,2024-12-30 06:00:00+01:00
2024-12-30 06:00:00+00:00,80.2,110.78,-30.58,2024-12-30 07:00:00+01:00
2024-12-30 07:00:00+00:00,86.3,126.7,-40.400000000000006,2024-12-30 08:00:00+01:00
2024-12-30 08:00:00+00:00,87.06,128.01,-40.94999999999999,2024-12-30 09:00:00+01:00
2024-12-30 09:00:00+00:00,83.71,122.09,-38.38000000000001,2024-12-30 10:00:00+01:00
2024-12-30 10:00:00+00:00,78.88,119.04,-40.16000000000001,2024-12-30 11:00:00+01:00
2024-12-30 11:00:00+00:00,82.86,121.42,-38.56,2024-12-30 12:00:00+01:00
2024-12-30 12:00:00+00:00,80.5,116.02,-35.519999999999996,2024-12-30 13:00:00+01:00
2024-12-30 13:00:00+00:00,83.7,119.5,-35.8,2024-12-30 14:00:00+01:00
2024-12-30 14:00:00+00:00,92.42,120.0,-27.58,2024-12-30 15:00:00+01:00
2024-12-30 15:00:00+00:00,96.97,128.08,-31.110000000000014,2024-12-30 16:00:00+01:00
2024-12-30 16:00:00+00:00,109.97,133.19,-23.22,2024-12-30 17:00:00+01:00
2024-12-30 17:00:00+00:00,100.0,140.12,-40.120000000000005,2024-12-30 18:00:00+01:00
2024-12-30 18:00:00+00:00,86.62,144.3,-57.68000000000001,2024-12-30 19:00:00+01:00
2024-12-30 19:00:00+00:00,74.83,139.39,-64.55999999999999,2024-12-30 20:00:00+01:00
2024-12-30 20:00:00+00:00,68.02,130.74,-62.72000000000001,2024-12-30 21:00:00+01:00
2024-12-30 21:00:00+00:00,67.26,128.95,-61.68999999999998,2024-12-30 22:00:00+01:00
2024-12-30 22:00:00+00:00,35.66,126.45,-90.79,2024-12-30 23:00:00+01:00
2024-12-30 23:00:00+00:00,50.49,113.58,-63.089999999999996,2024-12-31 00:00:00+01:00
2024-12-31 00:00:00+00:00,45.9,102.54,-56.64000000000001,2024-12-31 01:00:00+01:00
2024-12-31 01:00:00+00:00,56.43,97.92,-41.49,2024-12-31 02:00:00+01:00
2024-12-31 02:00:00+00:00,57.06,92.59,-35.53,2024-12-31 03:00:00+01:00
2024-12-31 03:00:00+00:00,63.92,88.79,-24.870000000000005,2024-12-31 04:00:00+01:00
2024-12-31 04:00:00+00:00,63.72,90.13,-26.409999999999997,2024-12-31 05:00:00+01:00
2024-12-31 05:00:00+00:00,63.7,108.05,-44.349999999999994,2024-12-31 06:00:00+01:00
2024-12-31 06:00:00+00:00,71.63,120.92,-49.290000000000006,2024-12-31 07:00:00+01:00
2024-12-31 07:00:00+00:00,78.43,131.38,-52.94999999999999,2024-12-31 08:00:00+01:00
2024-12-31 08:00:00+00:00,83.46,127.49,-44.03,2024-12-31 09:00:00+01:00
2024-12-31 09:00:00+00:00,82.47,121.41,-38.94,2024-12-31 10:00:00+01:00
2024-12-31 10:00:00+00:00,81.03,108.88,-27.849999999999994,2024-12-31 11:00:00+01:00
2024-12-31 11:00:00+00:00,81.17,102.39,-21.22,2024-12-31 12:00:00+01:00
2024-12-31 12:00:00+00:00,78.93,95.63,-16.69999999999999,2024-12-31 13:00:00+01:00
2024-12-31 13:00:00+00:00,76.84,93.14,-16.299999999999997,2024-12-31 14:00:00+01:00
2024-12-31 14:00:00+00:00,82.07,92.11,-10.040000000000006,2024-12-31 15:00:00+01:00
2024-12-31 15:00:00+00:00,83.67,97.52,-13.849999999999994,2024-12-31 16:00:00+01:00
2024-12-31 16:00:00+00:00,83.25,105.68,-22.430000000000007,2024-12-31 17:00:00+01:00
2024-12-31 17:00:00+00:00,77.68,111.22,-33.53999999999999,2024-12-31 18:00:00+01:00
2024-12-31 18:00:00+00:00,67.77,92.78,-25.010000000000005,2024-12-31 19:00:00+01:00
2024-12-31 19:00:00+00:00,35.56,79.04,-43.480000000000004,2024-12-31 20:00:00+01:00
2024-12-31 20:00:00+00:00,15.7,50.11,-34.41,2024-12-31 21:00:00+01:00
2024-12-31 21:00:00+00:00,9.06,63.36,-54.3,2024-12-31 22:00:00+01:00
2024-12-31 22:00:00+00:00,0.52,60.18,-59.66,2024-12-31 23:00:00+01:00
