zone,day_cet,hours,gross_margin_eur,degradation_eur,net_margin_eur,charge_mwh,discharge_mwh,equivalent_full_cycles
DE-LU,2024-11-28,24,156.4857523125531,28.460498941515414,128.02525337103768,3.1622776601683795,2.846049894151541,1.4999999999999998
DE-LU,2024-11-29,24,133.70175923623572,28.973665961010276,104.72809327522542,3.219296217890031,2.8973665961010275,1.52704627669473
DE-LU,2024-11-30,24,67.31986175996515,28.486832980505135,38.83302877946001,3.165203664500571,2.8486832980505135,1.5013879257199867
DE-LU,2024-12-01,24,54.737138718535476,18.973665961010276,35.76347275752519,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-02,24,139.17282865229237,27.486832980505135,111.68599567178723,3.05409255338946,2.748683298050514,1.4486832980505138
DE-LU,2024-12-03,24,157.19817716209718,18.973665961010276,138.2245112010869,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-04,24,380.06293164936955,37.94733192202055,342.115599727349,4.216370213557839,3.794733192202055,2.0
DE-LU,2024-12-05,24,114.32074368968841,18.973665961010276,95.34707772867813,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-06,24,168.31298011608214,18.973665961010276,149.33931415507186,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-07,24,97.16043943289577,27.973665961010276,69.18677347188546,3.1081851067789197,2.7973665961010274,1.4743416490252568
DE-LU,2024-12-08,24,59.272134876005495,18.973665961010276,40.29846891499521,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-09,24,141.04360028706833,28.460498941515414,112.58310134555292,3.1622776601683795,2.846049894151541,1.4999999999999998
DE-LU,2024-12-10,24,164.80431252477337,18.973665961010276,145.83064656376308,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-11,24,581.961356522115,18.973665961010276,562.9876905611047,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-12,24,1780.389193099358,37.94733192202055,1742.4418611773374,4.216370213557839,3.794733192202055,2.0
DE-LU,2024-12-13,24,396.0840737785509,37.94733192202055,358.1367418565303,4.216370213557839,3.794733192202055,2.0
DE-LU,2024-12-14,24,85.7154138379671,38.46049894151541,47.25491489645174,4.273388771279491,3.8460498941515415,2.02704627669473
DE-LU,2024-12-15,24,86.13886413239105,19.486832980505138,66.65203115188591,2.165203664500571,1.9486832980505138,1.02704627669473
DE-LU,2024-12-16,24,139.55043690329248,18.973665961010276,120.57677094228218,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-17,24,150.16127293857153,27.486832980505135,122.67443995806639,3.05409255338946,2.748683298050514,1.4486832980505138
DE-LU,2024-12-18,24,121.62626352893865,37.46049894151541,84.16576458742325,4.16227766016838,3.746049894151541,1.9743416490252568
DE-LU,2024-12-19,24,122.48568273734335,27.973665961010273,94.51201677633307,3.1081851067789197,2.7973665961010274,1.4743416490252568
DE-LU,2024-12-20,24,167.80666011503553,37.46049894151541,130.34616117352016,4.16227766016838,3.7460498941515414,1.974341649025257
DE-LU,2024-12-21,24,38.662101737949165,18.486832980505135,20.17526875744403,2.05409255338946,1.8486832980505137,0.9743416490252569
DE-LU,2024-12-22,24,95.67902119980805,18.973665961010276,76.70535523879778,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-23,24,109.9768509379783,18.973665961010276,91.00318497696802,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-24,24,51.44224883403831,18.973665961010276,32.468582873028026,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-25,24,33.98357867462617,9.486832980505138,24.49674569412103,1.0540925533894598,0.9486832980505138,0.5
DE-LU,2024-12-26,24,36.41033896937323,9.486832980505138,26.923505988868087,1.0540925533894598,0.9486832980505138,0.5
DE-LU,2024-12-27,24,90.0755320237974,37.94733192202055,52.12820010177683,4.216370213557839,3.794733192202055,2.0
DE-LU,2024-12-28,24,54.24073270553134,18.973665961010276,35.26706674452106,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-29,24,73.73933310316062,28.460498941515414,45.27883416164519,3.1622776601683795,2.846049894151541,1.4999999999999998
DE-LU,2024-12-30,24,92.14014357290671,18.973665961010276,73.16647761189643,2.1081851067789197,1.8973665961010275,1.0
DE-LU,2024-12-31,24,108.92300455624942,18.973665961010276,89.94933859523917,2.1081851067789197,1.8973665961010275,1.0
FR,2024-01-01,24,71.38611789483716,18.486832980505135,52.89928491433202,2.05409255338946,1.8486832980505137,0.9743416490252569
FR,2024-01-02,24,109.27657224671859,28.460498941515414,80.81607330520316,3.1622776601683795,2.846049894151541,1.4999999999999998
FR,2024-01-03,24,96.3061827464744,18.486832980505135,77.81934976596929,2.05409255338946,1.8486832980505137,0.9743416490252569
FR,2024-01-04,24,99.67168163122761,28.460498941515414,71.21118268971222,3.1622776601683795,2.846049894151541,1.4999999999999998
FR,2024-01-05,24,57.56459839220872,26.999999999999996,30.564598392208723,3.0,2.6999999999999997,1.4230249470757705
FR,2024-01-06,24,35.419752854010255,18.486832980505135,16.932919873505114,2.05409255338946,1.8486832980505137,0.9743416490252569
FR,2024-01-07,24,33.11216426481843,18.486832980505135,14.62533128431329,2.05409255338946,1.8486832980505137,0.9743416490252569
FR,2024-01-08,24,92.42607973409861,36.973665961010276,55.452413773088324,4.108185106778919,3.6973665961010274,1.9486832980505138
FR,2024-01-09,24,108.62828632054527,36.973665961010276,71.65462035953499,4.108185106778919,3.6973665961010274,1.9486832980505138
FR,2024-01-10,24,125.40198954298921,37.94733192202055,87.45465762096865,4.216370213557839,3.794733192202055,2.0
FR,2024-01-11,24,118.78358637893604,37.94733192202055,80.83625445691547,4.216370213557839,3.794733192202055,2.0
FR,2024-01-12,24,86.3647151332724,28.973665961010276,57.391049172262115,3.219296217890031,2.8973665961010275,1.52704627669473
FR,2024-01-13,24,39.531045221253805,19.486832980505138,20.044212240748664,2.165203664500571,1.9486832980505138,1.02704627669473
FR,2024-01-14,24,31.97300672899297,18.486832980505135,13.486173748487829,2.05409255338946,1.8486832980505137,0.9743416490252569
FR,2024-01-15,24,53.274762619515016,18.486832980505135,34.787929639009874,2.05409255338946,1.8486832980505137,0.9743416490252569
FR,2024-01-16,24,140.01788349508956,37.94733192202055,102.070551573069,4.216370213557839,3.794733192202055,2.0
FR,2024-01-17,24,107.54804198599413,37.94733192202055,69.60071006397357,4.216370213557839,3.794733192202055,2.0
FR,2024-01-18,24,55.16511163628178,20.0,35.16511163628178,2.2222222222222223,2.0,1.0540925533894598
FR,2024-01-19,24,78.28259749290399,36.486832980505135,41.79576451239885,4.054092553389459,3.6486832980505133,1.9230249470757705
FR,2024-01-20,24,54.40644989089421,27.973665961010276,26.432783929883982,3.1081851067789197,2.7973665961010274,1.4743416490252568
FR,2024-01-21,24,54.4708517805208,28.460498941515414,26.010352839005378,3.1622776601683795,2.846049894151541,1.4999999999999998
FR,2024-01-22,24,155.3302320039066,47.434164902525694,107.89606710138088,5.270462766947299,4.743416490252569,2.5
FR,2024-01-23,24,139.58513253396316,36.973665961010276,102.61146657295288,4.10818510677892,3.6973665961010274,1.9486832980505138
FR,2024-01-24,24,107.63631795910177,27.486832980505138,80.14948497859663,3.05409255338946,2.748683298050514,1.4486832980505138
FR,2024-01-25,24,92.25808580712214,37.94733192202055,54.310753885101576,4.216370213557839,3.794733192202055,2.0
FR,2024-01-26,24,91.12469780637778,37.94733192202055,53.177365884357215,4.216370213557839,3.794733192202055,2.0
FR,2024-01-27,24,72.92710734256423,37.46049894151541,35.4666084010488,4.16227766016838,3.7460498941515414,1.974341649025257
FR,2024-01-28,24,50.985802200670705,19.486832980505138,31.498969220165563,2.165203664500571,1.9486832980505138,1.02704627669473
FR,2024-01-29,24,93.05478258344988,28.973665961010276,64.0811166224396,3.219296217890031,2.8973665961010275,1.52704627669473
FR,2024-01-30,24,75.61562004117528,37.94733192202055,37.66828811915471,4.2163702135578385,3.794733192202055,2.0
FR,2024-01-31,24,101.32629349666753,28.973665961010276,72.35262753565726,3.219296217890031,2.8973665961010275,1.52704627669473
FR,2024-02-01,24,97.85627158813267,36.486832980505135,61.36943860762753,4.054092553389459,3.6486832980505133,1.9230249470757705
FR,2024-02-02,24,84.81810844867991,37.94733192202055,46.8707765266594,4.216370213557839,3.794733192202055,2.0
FR,2024-02-03,24,123.52690681087898,38.46049894151541,85.06640786936356,4.273388771279491,3.846049894151541,2.0270462766947297
FR,2024-02-04,24,138.8783987567578,38.46049894151541,100.41789981524241,4.273388771279491,3.846049894151541,2.0270462766947297
FR,2024-02-05,24,193.59311999551983,46.46049894151541,147.1326210540044,5.16227766016838,4.646049894151542,2.448683298050514
FR,2024-02-06,24,156.5096187677365,47.434164902525694,109.07545386521079,5.2704627669473,4.743416490252569,2.5
FR,2024-02-07,24,97.10367472481937,28.486832980505135,68.61684174431423,3.165203664500571,2.8486832980505135,1.5013879257199867
FR,2024-02-08,24,99.07926314367117,38.46049894151541,60.61876420215573,4.273388771279491,3.8460498941515415,2.02704627669473
FR,2024-02-09,24,126.47186355243383,37.94733192202055,88.52453163041329,4.216370213557839,3.794733192202055,2.0
FR,2024-02-10,24,29.819594587191,18.486832980505135,11.332761606685871,2.05409255338946,1.8486832980505137,0.9743416490252569
FR,2024-02-11,24,94.69468873435466,45.97366596101027,48.72102277334437,5.10818510677892,4.597366596101027,2.4230249470757705
FR,2024-02-12,24,102.03221123598257,37.94733192202055,64.084879313962,4.2163702135578385,3.794733192202055,2.0
FR,2024-02-13,24,80.68441437328337,37.94733192202055,42.737082451262836,4.216370213557839,3.794733192202055,2.0
FR,2024-02-14,24,78.81953367235809,36.486832980505135,42.33270069185295,4.054092553389459,3.6486832980505133,1.9230249470757705
FR,2024-02-15,24,85.32041606034413,37.94733192202055,47.37308413832356,4.216370213557839,3.794733192202055,2.0
FR,2024-02-16,24,38.81236862077148,18.486832980505138,20.325535640266338,2.05409255338946,1.8486832980505137,0.9743416490252569
FR,2024-02-17,24,26.567692407585838,9.486832980505138,17.080859427080696,1.0540925533894598,0.9486832980505138,0.5
FR,2024-02-18,24,54.4825728084136,18.973665961010276,35.50890684740332,2.1081851067789197,1.8973665961010275,1.0
FR,2024-02-19,24,93.29588788006454,37.46049894151541,55.83538893854916,4.16227766016838,3.746049894151541,1.9743416490252568
FR,2024-02-20,24,66.75385166798424,37.46049894151541,29.29335272646881,4.162277660168379,3.7460498941515414,1.974341649025257
FR,2024-02-21,24,52.22867711347823,18.973665961010276,33.25501115246795,2.1081851067789197,1.8973665961010275,1.0
FR,2024-02-22,24,133.00668656062328,36.973665961010276,96.033020599613,4.10818510677892,3.6973665961010274,1.9486832980505138
FR,2024-02-23,24,126.4956880418609,37.46049894151541,89.03518910034549,4.16227766016838,3.746049894151541,1.9743416490252568
FR,2024-02-24,24,59.87423871469079,19.486832980505138,40.38740573418566,2.165203664500571,1.9486832980505138,1.02704627669473
FR,2024-02-25,24,24.225283739279313,10.0,14.225283739279313,1.1111111111111112,1.0,0.5270462766947299
FR,2024-02-26,24,56.21131649409719,28.486832980505135,27.724483513592077,3.165203664500571,2.8486832980505135,1.5013879257199867
FR,2024-02-27,24,103.73548527869417,37.94733192202055,65.78815335667366,4.216370213557839,3.794733192202055,2.0
FR,2024-02-28,24,96.8255614501225,37.46049894151541,59.36506250860708,4.16227766016838,3.7460498941515414,1.974341649025257
FR,2024-02-29,24,66.52372072878308,37.46049894151541,29.06322178726765,4.162277660168379,3.746049894151541,1.9743416490252568
FR,2024-03-01,24,51.02165871392185,28.973665961010276,22.04799275291158,3.219296217890031,2.8973665961010275,1.52704627669473
FR,2024-03-02,24,31.629017466797684,10.0,21.629017466797684,1.1111111111111112,1.0,0.5270462766947299
FR,2024-03-03,24,47.38488667967443,18.0,29.38488667967443,2.0,1.7999999999999998,0.9486832980505138
FR,2024-03-04,24,116.31316964534821,37.94733192202055,78.36583772332764,4.216370213557839,3.794733192202055,2.0
FR,2024-03-05,24,77.99734894070106,18.486832980505135,59.51051596019592,2.05409255338946,1.8486832980505137,0.9743416490252569
FR,2024-03-06,24,130.0120556690532,37.94733192202055,92.06472374703264,4.216370213557839,3.794733192202055,2.0
FR,2024-03-07,24,79.06037303004256,28.973665961010276,50.086707069032286,3.219296217890031,2.8973665961010275,1.52704627669473
FR,2024-03-08,24,126.46780005024758,37.46049894151541,89.00730110873218,4.162277660168379,3.7460498941515414,1.974341649025257
FR,2024-03-09,24,118.96089125418602,27.973665961010273,90.98722529317577,3.1081851067789197,2.7973665961010274,1.4743416490252568
FR,2024-03-10,24,63.451305696459855,19.486832980505138,43.96447271595473,2.165203664500571,1.9486832980505138,1.02704627669473
FR,2024-03-11,24,78.24654174268562,28.973665961010276,49.27287578167534,3.219296217890031,2.8973665961010275,1.52704627669473
FR,2024-03-12,24,87.0317672782088,28.973665961010276,58.05810131719852,3.219296217890031,2.8973665961010275,1.52704627669473
FR,2024-03-13,24,137.4099626280053,37.46049894151541,99.94946368648989,4.162277660168379,3.7460498941515414,1.974341649025257
FR,2024-03-14,24,124.99819417978989,37.46049894151541,87.53769523827447,4.16227766016838,3.7460498941515414,1.974341649025257
FR,2024-03-15,24,143.0121297782989,28.973665961010276,114.03846381728866,3.219296217890031,2.8973665961010275,1.52704627669473
FR,2024-03-16,24,97.93259256553752,20.0,77.93259256553752,2.2222222222222223,2.0,1.0540925533894598
FR,2024-03-17,24,80.35804818981646,18.973665961010276,61.38438222880618,2.1081851067789197,1.8973665961010275,1.0
FR,2024-03-18,24,210.86243056867136,46.46049894151541,164.401931627156,5.162277660168379,4.646049894151542,2.448683298050514
FR,2024-03-19,24,199.1874390222373,37.94733192202055,161.2401071002168,4.216370213557839,3.794733192202055,2.0
FR,2024-03-20,24,227.78561871196212,46.46049894151541,181.3251197704467,5.16227766016838,4.646049894151542,2.448683298050514
